window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651370232,1777651370933,Up,1.051,0.128,0.034,-9.313,6.565,18.855
1777651370232,1777651370941,Up,1.06,0.154,0.014,-12.855,8.29,10.504
1777651370232,1777651370953,Up,1.041,0.153,0.018,-18.397,9.527,0.687
1777651370232,1777651370961,Up,1.018,0.116,0.048,-25.084,7.603,-10.214
1777651370232,1777651370972,Up,0.968,0.013,0.073,-28.046,5.817,-14.168
1777651370232,1777651370980,Up,0.936,-0.09,0.115,-23.695,4.519,-7.817
1777651370232,1777651370992,Up,0.946,-0.138,0.156,-14.87,4.0,2.046
1777651370232,1777651371004,Up,0.936,-0.114,0.138,-5.832,2.733,10.427
1777651370232,1777651371023,Up,0.996,-0.021,0.083,6.84,6.351,21.374
1777651370232,1777651371031,Up,1.037,0.042,0.051,6.824,7.511,20.931
1777651370232,1777651371043,Up,1.056,0.058,0.044,5.45,8.641,18.275
1777651370232,1777651371052,Up,1.063,0.09,0.029,0.672,8.87,13.588
1777651370232,1777651371064,Up,1.086,0.079,0.045,-4.489,9.802,5.893
1777651370232,1777651371071,Up,1.107,0.059,0.079,-7.481,10.244,-3.481
1777651370232,1777651371083,Up,1.101,0.041,0.086,-9.389,13.099,-12.489
1777651370232,1777651371091,Up,1.029,0.005,0.088,-7.939,13.557,-17.588
1777651370232,1777651371100,Up,0.96,-0.024,0.08,-4.794,12.519,-14.504
1777651370232,1777651371109,Up,0.911,-0.048,0.077,0.015,10.855,-6.824
1777651370232,1777651371121,Up,0.888,-0.042,0.076,4.321,8.412,3.939
1777651370232,1777651371133,Up,0.914,-0.037,0.085,7.527,8.214,12.305
1777651370232,1777651371141,Up,0.957,-0.017,0.078,10.443,8.351,17.908
1777651370232,1777651371152,Up,1.039,0.055,0.071,10.122,11.206,18.809
1777651370232,1777651371161,Up,1.07,0.099,0.056,8.611,13.695,13.405
1777651370232,1777651371173,Up,1.092,0.14,0.043,6.015,15.756,5.588
1777651370232,1777651371182,Up,1.097,0.192,0.011,-0.183,16.031,-7.588
1777651370232,1777651371192,Up,1.076,0.17,0.019,-7.893,13.359,-20.718
1777651370232,1777651371200,Up,1.04,0.135,0.029,-14.901,11.893,-29.069
1777651370232,1777651371205,Up,1.001,0.029,0.057,-20.29,11.756,-29.664
1777651370232,1777651371223,Up,0.993,-0.056,0.113,-18.824,11.893,-26.916
1777651370232,1777651371229,Up,0.988,-0.076,0.124,-15.695,13.634,-18.809
1777651370232,1777651371238,Up,0.976,-0.071,0.114,-9.954,15.115,-13.176
1777651370232,1777651371250,Up,0.962,-0.07,0.12,-5.771,15.817,-6.489
1777651370232,1777651371262,Up,0.979,-0.05,0.129,-1.618,17.542,-0.931
